"2012 ERP, total","Poor English proficiency, %",Number of Households,"Unemployed, %","Equivalent household income <$600/week, %",Schools,"Personal income <$400/week, %","Did not complete year 12, %","Holds degree or higher, %",Location_numeric,Offence Count,"Rate per 100,000 population",2014
22163.666666666668,7.587122497843938,8570.333333333334,5.949482382122356,39.30382746176952,7.166666666666667,40.625676399919655,34.739173501588276,61.52325777032724,9.0,14480,9684.906127308,82359807.15
2612.0526315789475,0.41660752793220146,1071.9473684210527,5.7631343816663305,54.396497507256406,2.526315789473684,47.853071057845774,63.8172282337254,27.7033989201328,276.2105263157895,3913,8837.545452492,22323581.83
13195.6,1.2370337078417373,5064.4,5.492173695036351,36.41527110912832,4.3,37.5691082068319,54.82834142552838,28.515273783881376,40.4,14890,10933.977573964,60249332.64
8375.611111111111,3.4836540574846295,3224.1666666666665,5.490749845463555,31.350996180904403,2.3333333333333335,33.60348960610175,24.19491728515011,65.75682024269494,10.722222222222221,5352,3724.581402146,72059137.19
1410.4285714285713,,578.7142857142857,4.8257393345899695,55.837081809039205,1.5714285714285714,50.12274045607936,71.02755149498407,19.80460635544694,310.2857142857143,1730,8757.276638826,12746480.8
3567.5897435897436,0.6186667220376664,1376.3589743589744,5.227985534769128,43.90291577298644,1.794871794871795,41.6345437117097,60.047107713490384,30.035944020105433,131.92307692307693,8628,7992.218980131,46243389.76
13562.727272727272,12.744361894845024,4751.818181818182,8.188562196857033,52.26514167362573,3.8181818181818183,47.82078436068261,49.571662182774936,33.22842407561711,28.272727272727273,15960,10490.682617412,110134642.6
4896.392156862745,1.750397837670764,1898.235294117647,5.897189765920437,42.104354665036006,1.7843137254901962,41.20439772514608,54.8169274344717,33.979559886850296,62.78431372549019,18509,8127.107629619,111628148.0
4849.7692307692305,1.8189870606255583,1798.6923076923076,6.9627325248012335,40.773547586320745,3.6153846153846154,39.32291424629111,64.46058289222998,26.456181998829642,161.30769230769232,7261,11359.689607159,29376039.78
6459.142857142857,5.012468733761269,2422.285714285714,5.491850257305048,37.264635727238044,1.9285714285714286,39.330956434490204,45.24814826284932,44.95026840587934,11.785714285714286,7025,7769.55660993,47196551.19
6501.333333333333,0.2382410999931931,2654.6666666666665,2.9512808881397814,50.74428869168474,3.3333333333333335,39.95132656422979,62.43878266438079,35.63939312645933,281.0,2379,12046.789548309,9498045.33
7636.28,8.169458194292055,2438.88,7.241911761135133,43.742555908892484,2.36,45.42312139557297,52.95706356675787,30.792260802085956,20.44,17760,9284.915149677,101822277.7
6555.695652173913,4.096606125674443,2455.0,4.42501087005681,32.22024549926471,2.0,35.70995608447026,40.983147993432176,44.736436123966946,24.304347826086957,9466,6138.382724856,79825384.39
12394.0,2.3526137875866713,4456.076923076923,4.473364967336524,30.598706308024855,3.923076923076923,37.05487145801829,47.65389607183913,36.972190790499106,28.307692307692307,9540,6059.682152521,74200233.9
4917.214285714285,1.314678269068071,1963.9285714285713,7.096510355254106,39.990556504905136,2.7142857142857144,43.48496453299164,62.94912681372963,25.878409870519043,139.5,11883,16029.08247228,44333812.33
2848.5625,0.4083778450456967,1012.6875,4.088295137071849,34.34923336810699,2.0,38.31183560625292,51.04714796129053,37.62924909945104,61.4375,2088,4591.937718546,8360298.91
9003.714285714286,3.8669807477869496,3154.5714285714284,4.090655199971431,23.44820085450729,2.357142857142857,34.79967754173694,39.46691001272571,49.770274260558885,21.928571428571427,4026,3370.814739151,55677479.58
8144.3,9.889972790714578,3044.8,6.739274767513081,36.24084050195177,2.2,38.41591895502911,32.37318672349867,58.71176696856928,7.7,8155,9889.283678741,52905865.71
8579.23076923077,1.703313557130696,3197.6923076923076,4.0691078450274185,28.922734557362993,2.6923076923076925,35.864720791494406,46.792969374777115,38.87780419524037,27.153846153846153,7762,6966.370791861,62294867.29
10126.833333333334,5.415696681987021,4066.5,7.700363906784639,29.87965796247397,2.0,33.328732072612986,17.42177894589258,73.91277317122709,2.5,33063,25835.514748974,72707033.11
9936.461538461539,4.676995213747686,3182.846153846154,5.951148680499627,36.297157513539894,2.8461538461538463,39.3415526957779,51.2694288498324,30.71794622894203,26.076923076923077,9826,7598.852361398,54211051.13
4502.5,1.2693109024123572,1751.1666666666667,5.955278902317929,50.0824922365654,3.1666666666666665,44.17565751455897,68.5989460833964,26.662406405620455,450.1666666666667,5935,11044.53170069,24700237.3
2936.076923076923,0.6580213642367051,1022.1538461538462,5.549968877874533,39.4280710110448,1.6153846153846154,40.46885281838734,63.034039998455846,23.309737757142912,65.84615384615384,3289,8415.208269369,17680395.37
13137.785714285714,7.244591489016036,4703.785714285715,6.604819482489135,38.88099901409176,3.9285714285714284,43.5229563905524,32.216803976173956,58.639592308327465,17.428571428571427,9148,4914.316411496,109202526.6
6803.235294117647,3.842101480351901,2551.0588235294117,4.638533951970043,32.299712301527656,2.3529411764705883,36.4159942346236,38.825301194109784,51.97231477875394,9.294117647058824,8483,7203.45099904,72123897.08
3628.076923076923,0.4769974217246071,1320.076923076923,5.624399640595551,39.24960630322686,2.076923076923077,40.74462642345141,58.88431617318803,29.571334851123744,68.3076923076923,1921,6183.609090324,10309883.23
4736.3421052631575,0.6566070328187121,1771.3684210526317,4.557877825049348,37.38767544739531,1.5526315789473684,37.07151045335014,51.505200517324134,34.029761190653794,60.18421052631579,10441,6671.565495208,79046839.17
2173.6666666666665,0.3108429328944962,912.5,4.184804089942836,53.168396677190714,2.6666666666666665,42.778097352689706,63.63705914260138,24.598132997736396,210.33333333333334,936,7947.694659081,10350645.47
6698.7692307692305,2.7214525624216823,2904.5384615384614,3.984295383712952,23.217781111259878,1.1538461538461537,23.553080340897427,21.283577995492553,69.17655170727662,5.538461538461538,11863,11357.478626342,26153986.77
1960.5625,0.5795679658883077,778.0,4.5255941537038025,54.25847597009772,1.75,46.48307234131403,63.6383488685774,26.51236655199053,122.625,1201,4210.932295502,6514572.41
12106.875,2.9397552877605633,4942.375,4.4135086636234355,22.075025941518106,3.125,28.090563959445504,19.51289043452079,72.83223336763179,6.625,9610,9075.112848698,21575746.54
2665.222222222222,0.23236392755290464,923.6666666666666,3.98914427246006,38.97947852600139,1.0,38.18556428265597,48.31258109500979,39.89642677549363,98.88888888888889,1411,4886.749324652,2855819.51
2532.222222222222,4.0787358119999135,974.3333333333334,6.78565821030625,59.10275817105392,2.3333333333333335,48.14787658795756,71.82857700076006,21.73873720594364,334.0,2197,10491.88156638,6678962.65
3408.25,0.4337998139662675,1393.5,4.3003223370052766,48.52504166325144,2.75,42.0156751253831,62.69325937879342,28.24241372508198,195.625,2511,9012.274782858,7856837.79
10498.666666666666,0.4358161648177496,4052.0,3.52602055013174,38.979369792163496,5.0,33.96467465316362,60.75549621725127,28.595926096945135,222.33333333333334,3001,8897.388004388,17318805.25
2886.6875,0.7153402698603394,1125.4375,6.995354757909282,55.71146521835894,2.5,48.08870414782872,68.6182677701117,20.838888565381414,182.9375,3902,9085.40560678,21566360.32
